user_id_1,user_id_2,country,region,city,cap,latitude,longitude
S-691951,S-542260,IT,Sicilia,Palermo,90141,38.1278654,13.3486213
S-447698,S-654790,IT,Sicilia,Messina,98124,38.1724824,15.5445064
S-989242,S-432378,IT,Sicilia,Messina,98124,38.1724824,15.5445064
S-384975,S-18372,IT,Sicilia,Palermo,90129,38.0972383,13.3327398
S-984905,S-552460,IT,Sicilia,Messina,98157,38.2739241,15.5562304
S-692432,S-579356,IT,Sicilia,Messina,98168,38.2305534,15.5532993
S-845128,S-414965,IT,Sicilia,Palermo,90129,38.0972383,13.3327398
S-658215,S-277242,IT,Sicilia,Palermo,90129,38.0972383,13.3327398
S-997791,S-894390,IT,Sicilia,Palermo,90141,38.1278654,13.3486213
S-595395,S-71213,IT,Sicilia,Messina,98157,38.2739241,15.5562304
S-431640,S-33808,IT,Sicilia,Messina,98146,38.1788095,15.4976181
S-265446,S-451312,IT,Sicilia,Messina,98157,38.2739241,15.5562304
S-931458,S-610761,IT,Sicilia,Messina,98135,38.0918968,15.491758
S-795406,S-988917,IT,Sicilia,Palermo,90141,38.1278654,13.3486213
S-281132,S-417186,IT,Sicilia,Catania,95123,37.5267674,15.0586639
S-112703,S-610801,IT,Sicilia,Catania,95123,37.5267674,15.0586639
S-833588,S-230421,IT,Sicilia,Messina,98157,38.2739241,15.5562304
S-304844,S-612502,IT,Sicilia,Messina,98124,38.1724824,15.5445064
S-580150,S-960702,IT,Sicilia,Messina,98157,38.2739241,15.5562304
S-607991,S-478728,IT,Sicilia,Palermo,90129,38.0972383,13.3327398
S-591668,S-897162,IT,Sicilia,Messina,98157,38.2739241,15.5562304
S-949368,S-15417,IT,Sicilia,Palermo,90141,38.1278654,13.3486213
S-319215,S-784326,IT,Sicilia,Messina,98135,38.0918968,15.491758
S-586453,S-555404,IT,Sicilia,Messina,98168,38.2305534,15.5532993
S-799789,S-763494,IT,Sicilia,Messina,98124,38.1724824,15.5445064
S-595307,S-957507,IT,Sicilia,Messina,98124,38.1724824,15.5445064
S-663012,S-463588,IT,Sicilia,Palermo,90141,38.1278654,13.3486213
S-625756,S-218138,IT,Sicilia,Palermo,90141,38.1278654,13.3486213
S-63780,S-684314,IT,Sicilia,Palermo,90129,38.0972383,13.3327398
S-689044,S-81380,IT,Sicilia,Messina,98157,38.2739241,15.5562304
S-157519,S-389675,IT,Sicilia,Messina,98157,38.2739241,15.5562304
S-403381,S-539504,IT,Sicilia,Catania,95123,37.5267674,15.0586639
S-879668,S-73942,IT,Sicilia,Messina,98157,38.2739241,15.5562304
S-245492,S-526991,IT,Sicilia,Messina,98146,38.1788095,15.4976181
S-911523,S-841646,IT,Sicilia,Palermo,90129,38.0972383,13.3327398
S-321527,S-443039,IT,Sicilia,Palermo,90129,38.0972383,13.3327398
S-315075,S-208738,IT,Sicilia,Palermo,90141,38.1278654,13.3486213
S-552762,S-536722,IT,Sicilia,Messina,98135,38.0918968,15.491758
S-933029,S-383958,IT,Sicilia,Catania,95123,37.5267674,15.0586639
S-502107,S-717662,IT,Sicilia,Messina,98146,38.1788095,15.4976181
S-37722,S-650556,IT,Sicilia,Palermo,90141,38.1278654,13.3486213
S-391231,S-537328,IT,Sicilia,Messina,98146,38.1788095,15.4976181
S-381092,S-456675,IT,Sicilia,Messina,98124,38.1724824,15.5445064
S-250335,S-507337,IT,Sicilia,Palermo,90129,38.0972383,13.3327398
S-236814,S-784526,IT,Sicilia,Messina,98168,38.2305534,15.5532993
S-516427,S-112680,IT,Sicilia,Messina,98135,38.0918968,15.491758
S-691154,S-202143,IT,Sicilia,Messina,98146,38.1788095,15.4976181
S-688685,S-679692,IT,Sicilia,Messina,98124,38.1724824,15.5445064
S-913919,S-858161,IT,Sicilia,Messina,98124,38.1724824,15.5445064
S-611721,S-154321,IT,Sicilia,Palermo,90129,38.0972383,13.3327398
S-924812,S-388297,IT,Sicilia,Messina,98168,38.2305534,15.5532993
S-904554,S-195408,IT,Sicilia,Messina,98124,38.1724824,15.5445064
S-946445,S-393799,IT,Sicilia,Messina,98157,38.2739241,15.5562304
S-472131,S-612580,IT,Sicilia,Messina,98124,38.1724824,15.5445064
S-834242,S-538905,IT,Sicilia,Messina,98157,38.2739241,15.5562304
S-998315,S-709271,IT,Sicilia,Messina,98135,38.0918968,15.491758
S-276486,S-459179,IT,Sicilia,Palermo,90129,38.0972383,13.3327398
S-679326,S-597442,IT,Sicilia,Palermo,90141,38.1278654,13.3486213
S-919375,S-237,IT,Sicilia,Catania,95123,37.5267674,15.0586639
S-940711,S-736834,IT,Sicilia,Catania,95123,37.5267674,15.0586639
S-102105,S-613335,IT,Sicilia,Messina,98124,38.1724824,15.5445064
S-683629,S-350366,IT,Sicilia,Messina,98124,38.1724824,15.5445064
S-718720,S-773186,IT,Sicilia,Messina,98168,38.2305534,15.5532993
S-266870,S-804879,IT,Sicilia,Palermo,90141,38.1278654,13.3486213
S-902859,S-983140,IT,Sicilia,Messina,98135,38.0918968,15.491758
S-187425,S-341114,IT,Sicilia,Messina,98168,38.2305534,15.5532993
S-458192,S-399067,IT,Sicilia,Palermo,90141,38.1278654,13.3486213
S-743483,S-725,IT,Sicilia,Messina,98124,38.1724824,15.5445064
S-950968,S-639021,IT,Sicilia,Messina,98135,38.0918968,15.491758
S-443124,S-734699,IT,Sicilia,Messina,98124,38.1724824,15.5445064
S-861935,S-649602,IT,Sicilia,Messina,98146,38.1788095,15.4976181
S-539370,S-295862,IT,Sicilia,Palermo,90141,38.1278654,13.3486213
S-68208,S-678947,IT,Sicilia,Messina,98168,38.2305534,15.5532993
S-467765,S-981206,IT,Sicilia,Catania,95123,37.5267674,15.0586639
S-260709,S-955720,IT,Sicilia,Catania,95123,37.5267674,15.0586639
S-610736,S-223955,IT,Sicilia,Catania,95123,37.5267674,15.0586639
S-13509,S-7413,IT,Sicilia,Palermo,90141,38.1278654,13.3486213
S-521527,S-506398,IT,Sicilia,Messina,98124,38.1724824,15.5445064
S-483639,S-5013,IT,Sicilia,Palermo,90141,38.1278654,13.3486213
S-906231,S-182141,IT,Sicilia,Messina,98157,38.2739241,15.5562304
S-513860,S-452268,IT,Sicilia,Messina,98146,38.1788095,15.4976181
S-711138,S-943814,IT,Sicilia,Messina,98146,38.1788095,15.4976181
S-216070,S-577370,IT,Sicilia,Messina,98135,38.0918968,15.491758
S-398406,S-170654,IT,Sicilia,Messina,98135,38.0918968,15.491758
S-556038,S-158730,IT,Sicilia,Messina,98146,38.1788095,15.4976181
S-927775,S-983439,IT,Sicilia,Palermo,90129,38.0972383,13.3327398
S-676106,S-107748,IT,Sicilia,Palermo,90141,38.1278654,13.3486213
S-763134,S-34659,IT,Sicilia,Catania,95123,37.5267674,15.0586639
S-986156,S-450362,IT,Sicilia,Palermo,90129,38.0972383,13.3327398
S-371056,S-431583,IT,Sicilia,Messina,98157,38.2739241,15.5562304
S-689735,S-417312,IT,Sicilia,Messina,98157,38.2739241,15.5562304
S-331802,S-863366,IT,Sicilia,Messina,98157,38.2739241,15.5562304
S-313812,S-28243,IT,Sicilia,Catania,95123,37.5267674,15.0586639
S-879911,S-681948,IT,Sicilia,Messina,98146,38.1788095,15.4976181
S-428175,S-953462,IT,Sicilia,Catania,95123,37.5267674,15.0586639
S-498173,S-154538,IT,Sicilia,Messina,98146,38.1788095,15.4976181
S-79497,S-368530,IT,Sicilia,Catania,95123,37.5267674,15.0586639
S-996532,S-925641,IT,Sicilia,Messina,98135,38.0918968,15.491758
S-405128,S-539005,IT,Sicilia,Messina,98135,38.0918968,15.491758
S-268226,S-531134,IT,Sicilia,Catania,95123,37.5267674,15.0586639
S-686192,S-930348,IT,Sicilia,Messina,98135,38.0918968,15.491758
S-744088,S-39639,IT,Sicilia,Messina,98124,38.1724824,15.5445064
S-241087,S-842285,IT,Sicilia,Messina,98135,38.0918968,15.491758
S-898934,S-40075,IT,Sicilia,Palermo,90141,38.1278654,13.3486213
S-352384,S-390468,IT,Sicilia,Messina,98157,38.2739241,15.5562304
S-325397,S-418107,IT,Sicilia,Palermo,90141,38.1278654,13.3486213
S-928138,S-698827,IT,Sicilia,Messina,98168,38.2305534,15.5532993
S-110241,S-115422,IT,Sicilia,Messina,98157,38.2739241,15.5562304
S-720853,S-693119,IT,Sicilia,Messina,98135,38.0918968,15.491758
S-626769,S-605393,IT,Sicilia,Messina,98135,38.0918968,15.491758
S-806746,S-741189,IT,Sicilia,Messina,98157,38.2739241,15.5562304
S-948549,S-543505,IT,Sicilia,Catania,95123,37.5267674,15.0586639
S-687181,S-634844,IT,Sicilia,Palermo,90129,38.0972383,13.3327398
S-64835,S-414229,IT,Sicilia,Messina,98157,38.2739241,15.5562304
S-225540,S-797665,IT,Sicilia,Palermo,90129,38.0972383,13.3327398
S-494134,S-875600,IT,Sicilia,Messina,98124,38.1724824,15.5445064
S-878423,S-188352,IT,Sicilia,Palermo,90129,38.0972383,13.3327398
S-97938,S-329457,IT,Sicilia,Messina,98157,38.2739241,15.5562304
S-706840,S-16885,IT,Sicilia,Messina,98135,38.0918968,15.491758
S-230346,S-772444,IT,Sicilia,Messina,98124,38.1724824,15.5445064
S-378127,S-902081,IT,Sicilia,Messina,98146,38.1788095,15.4976181
S-441906,S-548859,IT,Sicilia,Messina,98146,38.1788095,15.4976181
S-903943,S-360976,IT,Sicilia,Catania,95123,37.5267674,15.0586639
S-730349,S-851406,IT,Sicilia,Messina,98135,38.0918968,15.491758
S-987045,S-33748,IT,Sicilia,Messina,98168,38.2305534,15.5532993
S-467169,S-841346,IT,Sicilia,Catania,95123,37.5267674,15.0586639
S-72719,S-570641,IT,Sicilia,Messina,98146,38.1788095,15.4976181
S-78065,S-253059,IT,Sicilia,Messina,98135,38.0918968,15.491758
S-831589,S-931946,IT,Sicilia,Catania,95123,37.5267674,15.0586639
S-732600,S-617108,IT,Sicilia,Messina,98146,38.1788095,15.4976181
S-69877,S-44605,IT,Sicilia,Palermo,90129,38.0972383,13.3327398
S-976605,S-645457,IT,Sicilia,Messina,98168,38.2305534,15.5532993
S-447188,S-93547,IT,Sicilia,Messina,98146,38.1788095,15.4976181
S-574575,S-163436,IT,Sicilia,Messina,98157,38.2739241,15.5562304
S-746693,S-412130,IT,Sicilia,Messina,98146,38.1788095,15.4976181
S-99411,S-850443,IT,Sicilia,Catania,95123,37.5267674,15.0586639
S-382043,S-328661,IT,Sicilia,Messina,98168,38.2305534,15.5532993
S-630416,S-10068,IT,Sicilia,Palermo,90129,38.0972383,13.3327398
S-673252,S-3421,IT,Sicilia,Palermo,90141,38.1278654,13.3486213
S-778960,S-301361,IT,Sicilia,Catania,95123,37.5267674,15.0586639
S-171491,S-562851,IT,Sicilia,Palermo,90141,38.1278654,13.3486213
S-90233,S-539586,IT,Sicilia,Palermo,90129,38.0972383,13.3327398
S-547484,S-582435,IT,Sicilia,Catania,95123,37.5267674,15.0586639
S-766414,S-19250,IT,Sicilia,Catania,95123,37.5267674,15.0586639
S-808212,S-50999,IT,Sicilia,Messina,98168,38.2305534,15.5532993
S-908038,S-972593,IT,Sicilia,Messina,98168,38.2305534,15.5532993
S-926965,S-676497,IT,Sicilia,Messina,98168,38.2305534,15.5532993
S-382645,S-770213,IT,Sicilia,Messina,98168,38.2305534,15.5532993
S-420636,S-52200,IT,Sicilia,Messina,98124,38.1724824,15.5445064
S-559250,S-97074,IT,Sicilia,Messina,98157,38.2739241,15.5562304
S-379222,S-218352,IT,Sicilia,Messina,98146,38.1788095,15.4976181
S-921973,S-438128,IT,Sicilia,Messina,98146,38.1788095,15.4976181
S-688635,S-204407,IT,Sicilia,Catania,95123,37.5267674,15.0586639
S-610540,S-73472,IT,Sicilia,Messina,98146,38.1788095,15.4976181
S-208065,S-405862,IT,Sicilia,Palermo,90141,38.1278654,13.3486213
S-311108,S-356308,IT,Sicilia,Messina,98135,38.0918968,15.491758
S-637160,S-612260,IT,Sicilia,Messina,98168,38.2305534,15.5532993
S-401478,S-261053,IT,Sicilia,Catania,95123,37.5267674,15.0586639
S-969673,S-922456,IT,Sicilia,Messina,98135,38.0918968,15.491758
S-811221,S-294535,IT,Sicilia,Palermo,90141,38.1278654,13.3486213
S-902367,S-885779,IT,Sicilia,Messina,98146,38.1788095,15.4976181
S-806394,S-345677,IT,Sicilia,Palermo,90141,38.1278654,13.3486213
S-708215,S-983682,IT,Sicilia,Messina,98157,38.2739241,15.5562304
S-785795,S-620542,IT,Sicilia,Messina,98146,38.1788095,15.4976181
S-334496,S-89151,IT,Sicilia,Palermo,90141,38.1278654,13.3486213
S-903467,S-659534,IT,Sicilia,Messina,98157,38.2739241,15.5562304
S-553802,S-339302,IT,Sicilia,Palermo,90129,38.0972383,13.3327398
S-492630,S-291326,IT,Sicilia,Messina,98157,38.2739241,15.5562304
S-187553,S-51182,IT,Sicilia,Messina,98168,38.2305534,15.5532993
S-218777,S-492907,IT,Sicilia,Palermo,90129,38.0972383,13.3327398
S-211683,S-137537,IT,Sicilia,Messina,98146,38.1788095,15.4976181
S-473025,S-829682,IT,Sicilia,Messina,98124,38.1724824,15.5445064
S-41552,S-136696,IT,Sicilia,Messina,98146,38.1788095,15.4976181
S-969008,S-867791,IT,Sicilia,Messina,98157,38.2739241,15.5562304
S-851523,S-789780,IT,Sicilia,Catania,95123,37.5267674,15.0586639
S-753438,S-723944,IT,Sicilia,Messina,98146,38.1788095,15.4976181
S-437673,S-782828,IT,Sicilia,Messina,98146,38.1788095,15.4976181
S-137161,S-878706,IT,Sicilia,Palermo,90129,38.0972383,13.3327398
S-360319,S-939180,IT,Sicilia,Messina,98124,38.1724824,15.5445064
S-373888,S-379479,IT,Sicilia,Catania,95123,37.5267674,15.0586639
S-174220,S-617741,IT,Sicilia,Palermo,90141,38.1278654,13.3486213
S-664466,S-734405,IT,Sicilia,Messina,98135,38.0918968,15.491758
S-263922,S-482516,IT,Sicilia,Catania,95123,37.5267674,15.0586639
S-819485,S-105703,IT,Sicilia,Palermo,90129,38.0972383,13.3327398
S-92216,S-10837,IT,Sicilia,Messina,98157,38.2739241,15.5562304
S-263882,S-46939,IT,Sicilia,Palermo,90129,38.0972383,13.3327398
S-632117,S-470904,IT,Sicilia,Palermo,90141,38.1278654,13.3486213
S-942497,S-520916,IT,Sicilia,Palermo,90141,38.1278654,13.3486213
S-626762,S-110954,IT,Sicilia,Catania,95123,37.5267674,15.0586639
S-838622,S-202697,IT,Sicilia,Messina,98157,38.2739241,15.5562304
S-505803,S-285737,IT,Sicilia,Messina,98157,38.2739241,15.5562304
S-674753,S-756994,IT,Sicilia,Messina,98124,38.1724824,15.5445064
S-504744,S-373089,IT,Sicilia,Palermo,90129,38.0972383,13.3327398
S-132535,S-257553,IT,Sicilia,Messina,98135,38.0918968,15.491758
S-826523,S-490707,IT,Sicilia,Messina,98146,38.1788095,15.4976181
S-521664,S-288497,IT,Sicilia,Catania,95123,37.5267674,15.0586639
S-286704,S-588559,IT,Sicilia,Messina,98168,38.2305534,15.5532993
S-195249,S-546208,IT,Sicilia,Palermo,90141,38.1278654,13.3486213
S-468178,S-290869,IT,Sicilia,Palermo,90129,38.0972383,13.3327398
S-627339,S-130298,IT,Sicilia,Messina,98135,38.0918968,15.491758
S-606473,S-745906,IT,Sicilia,Palermo,90129,38.0972383,13.3327398
S-262494,S-602285,IT,Sicilia,Messina,98146,38.1788095,15.4976181
S-958295,S-840384,IT,Sicilia,Messina,98135,38.0918968,15.491758
S-589116,S-293133,IT,Sicilia,Messina,98124,38.1724824,15.5445064
S-985945,S-482893,IT,Sicilia,Messina,98157,38.2739241,15.5562304
S-90788,S-413668,IT,Sicilia,Messina,98146,38.1788095,15.4976181
S-164710,S-599844,IT,Sicilia,Messina,98135,38.0918968,15.491758
S-32361,S-12734,IT,Sicilia,Messina,98135,38.0918968,15.491758
S-126721,S-759558,IT,Sicilia,Messina,98124,38.1724824,15.5445064
S-23037,S-70642,IT,Sicilia,Messina,98135,38.0918968,15.491758
S-190769,S-399237,IT,Sicilia,Messina,98168,38.2305534,15.5532993
S-42473,S-758536,IT,Sicilia,Catania,95123,37.5267674,15.0586639
S-172104,S-811274,IT,Sicilia,Palermo,90129,38.0972383,13.3327398
S-21606,S-202154,IT,Sicilia,Messina,98146,38.1788095,15.4976181
S-141124,S-777328,IT,Sicilia,Messina,98135,38.0918968,15.491758
S-255418,S-372540,IT,Sicilia,Catania,95123,37.5267674,15.0586639
S-460397,S-545704,IT,Sicilia,Messina,98157,38.2739241,15.5562304
S-820871,S-300387,IT,Sicilia,Catania,95123,37.5267674,15.0586639
S-660239,S-992293,IT,Sicilia,Messina,98124,38.1724824,15.5445064
S-452409,S-673424,IT,Sicilia,Messina,98124,38.1724824,15.5445064
S-984011,S-95739,IT,Sicilia,Messina,98157,38.2739241,15.5562304
S-579115,S-957239,IT,Sicilia,Catania,95123,37.5267674,15.0586639
S-275576,S-919658,IT,Sicilia,Messina,98135,38.0918968,15.491758
S-276274,S-50024,IT,Sicilia,Messina,98168,38.2305534,15.5532993
S-676354,S-770063,IT,Sicilia,Messina,98146,38.1788095,15.4976181
S-475943,S-245447,IT,Sicilia,Catania,95123,37.5267674,15.0586639
S-815793,S-199832,IT,Sicilia,Messina,98124,38.1724824,15.5445064
S-136659,S-710065,IT,Sicilia,Messina,98135,38.0918968,15.491758
S-136801,S-792551,IT,Sicilia,Catania,95123,37.5267674,15.0586639
S-199483,S-198017,IT,Sicilia,Messina,98135,38.0918968,15.491758
S-146632,S-717576,IT,Sicilia,Messina,98146,38.1788095,15.4976181
S-71296,S-152750,IT,Sicilia,Messina,98146,38.1788095,15.4976181
S-777306,S-333608,IT,Sicilia,Palermo,90141,38.1278654,13.3486213
S-557237,S-595862,IT,Sicilia,Catania,95123,37.5267674,15.0586639
S-662011,S-971174,IT,Sicilia,Messina,98135,38.0918968,15.491758
S-262099,S-990335,IT,Sicilia,Messina,98168,38.2305534,15.5532993
S-879662,S-80339,IT,Sicilia,Messina,98124,38.1724824,15.5445064
S-685403,S-529950,IT,Sicilia,Messina,98168,38.2305534,15.5532993
S-240941,S-402186,IT,Sicilia,Messina,98157,38.2739241,15.5562304
S-893486,S-561013,IT,Sicilia,Messina,98168,38.2305534,15.5532993
S-977062,S-770033,IT,Sicilia,Palermo,90141,38.1278654,13.3486213
S-948629,S-131586,IT,Sicilia,Messina,98124,38.1724824,15.5445064
S-383331,S-486501,IT,Sicilia,Palermo,90129,38.0972383,13.3327398
S-260681,S-215124,IT,Sicilia,Catania,95123,37.5267674,15.0586639
S-916808,S-44707,IT,Sicilia,Messina,98124,38.1724824,15.5445064
S-940544,S-770575,IT,Sicilia,Palermo,90129,38.0972383,13.3327398
S-953306,S-530019,IT,Sicilia,Messina,98157,38.2739241,15.5562304
S-494369,S-627332,IT,Sicilia,Catania,95123,37.5267674,15.0586639
S-786920,S-1740,IT,Sicilia,Palermo,90141,38.1278654,13.3486213
S-146195,S-248441,IT,Sicilia,Messina,98146,38.1788095,15.4976181
S-216738,S-629698,IT,Sicilia,Palermo,90129,38.0972383,13.3327398
S-628743,S-850715,IT,Sicilia,Messina,98168,38.2305534,15.5532993
S-92760,S-291103,IT,Sicilia,Palermo,90141,38.1278654,13.3486213
S-234226,S-527326,IT,Sicilia,Messina,98168,38.2305534,15.5532993
S-316060,S-100346,IT,Sicilia,Messina,98157,38.2739241,15.5562304
S-261433,S-964713,IT,Sicilia,Messina,98168,38.2305534,15.5532993
S-115006,S-29591,IT,Sicilia,Messina,98146,38.1788095,15.4976181
S-330251,S-533109,IT,Sicilia,Messina,98168,38.2305534,15.5532993
S-705699,S-555317,IT,Sicilia,Messina,98168,38.2305534,15.5532993
S-960365,S-451050,IT,Sicilia,Messina,98168,38.2305534,15.5532993
S-496552,S-979060,IT,Sicilia,Messina,98135,38.0918968,15.491758
S-281177,S-848007,IT,Sicilia,Messina,98168,38.2305534,15.5532993
S-368372,S-874051,IT,Sicilia,Messina,98124,38.1724824,15.5445064
S-579808,S-962485,IT,Sicilia,Messina,98124,38.1724824,15.5445064
S-937702,S-428838,IT,Sicilia,Messina,98146,38.1788095,15.4976181
S-914879,S-687700,IT,Sicilia,Palermo,90141,38.1278654,13.3486213
S-824696,S-624658,IT,Sicilia,Messina,98168,38.2305534,15.5532993
S-656107,S-542464,IT,Sicilia,Palermo,90141,38.1278654,13.3486213
S-208423,S-390166,IT,Sicilia,Messina,98135,38.0918968,15.491758
S-314271,S-944601,IT,Sicilia,Messina,98157,38.2739241,15.5562304
S-151782,S-883177,IT,Sicilia,Messina,98157,38.2739241,15.5562304
S-591094,S-741135,IT,Sicilia,Messina,98157,38.2739241,15.5562304
S-545916,S-611284,IT,Sicilia,Catania,95123,37.5267674,15.0586639
S-721175,S-122609,IT,Sicilia,Palermo,90129,38.0972383,13.3327398
S-668992,S-240321,IT,Sicilia,Messina,98135,38.0918968,15.491758
S-972611,S-764847,IT,Sicilia,Messina,98124,38.1724824,15.5445064
S-226502,S-23547,IT,Sicilia,Messina,98124,38.1724824,15.5445064
S-850679,S-248185,IT,Sicilia,Catania,95123,37.5267674,15.0586639
S-900745,S-546856,IT,Sicilia,Catania,95123,37.5267674,15.0586639
S-340552,S-435551,IT,Sicilia,Palermo,90141,38.1278654,13.3486213
S-665058,S-120772,IT,Sicilia,Palermo,90129,38.0972383,13.3327398
S-944977,S-476835,IT,Sicilia,Messina,98168,38.2305534,15.5532993
S-668719,S-911889,IT,Sicilia,Palermo,90141,38.1278654,13.3486213
S-198987,S-10252,IT,Sicilia,Palermo,90141,38.1278654,13.3486213
S-590251,S-452060,IT,Sicilia,Messina,98124,38.1724824,15.5445064
S-776771,S-682723,IT,Sicilia,Messina,98146,38.1788095,15.4976181
S-665792,S-886335,IT,Sicilia,Messina,98157,38.2739241,15.5562304
S-183742,S-718415,IT,Sicilia,Messina,98135,38.0918968,15.491758
S-615698,S-13826,IT,Sicilia,Messina,98124,38.1724824,15.5445064
S-493730,S-221591,IT,Sicilia,Messina,98157,38.2739241,15.5562304
S-869926,S-440592,IT,Sicilia,Messina,98157,38.2739241,15.5562304
S-442985,S-945134,IT,Sicilia,Messina,98146,38.1788095,15.4976181
S-203019,S-19383,IT,Sicilia,Palermo,90129,38.0972383,13.3327398
S-609967,S-534623,IT,Sicilia,Messina,98135,38.0918968,15.491758
S-992454,S-707065,IT,Sicilia,Palermo,90141,38.1278654,13.3486213
S-207119,S-100328,IT,Sicilia,Palermo,90129,38.0972383,13.3327398
S-460253,S-787049,IT,Sicilia,Messina,98124,38.1724824,15.5445064
S-603409,S-386759,IT,Sicilia,Palermo,90129,38.0972383,13.3327398
S-237862,S-465865,IT,Sicilia,Catania,95123,37.5267674,15.0586639
S-424700,S-131061,IT,Sicilia,Palermo,90129,38.0972383,13.3327398
S-756232,S-732276,IT,Sicilia,Messina,98168,38.2305534,15.5532993
S-51763,S-659526,IT,Sicilia,Messina,98124,38.1724824,15.5445064
S-570530,S-855865,IT,Sicilia,Messina,98135,38.0918968,15.491758
S-823486,S-196761,IT,Sicilia,Messina,98157,38.2739241,15.5562304
S-400183,S-165789,IT,Sicilia,Messina,98157,38.2739241,15.5562304
S-987260,S-522604,IT,Sicilia,Palermo,90141,38.1278654,13.3486213
S-360719,S-72982,IT,Sicilia,Palermo,90129,38.0972383,13.3327398
S-472205,S-818382,IT,Sicilia,Catania,95123,37.5267674,15.0586639
S-674983,S-163622,IT,Sicilia,Messina,98124,38.1724824,15.5445064
S-946610,S-156541,IT,Sicilia,Messina,98157,38.2739241,15.5562304
S-751073,S-298053,IT,Sicilia,Messina,98135,38.0918968,15.491758
S-766303,S-154396,IT,Sicilia,Messina,98146,38.1788095,15.4976181
S-769663,S-187795,IT,Sicilia,Palermo,90129,38.0972383,13.3327398
S-721027,S-771480,IT,Sicilia,Messina,98135,38.0918968,15.491758
S-939902,S-268551,IT,Sicilia,Palermo,90141,38.1278654,13.3486213
S-668162,S-227986,IT,Sicilia,Palermo,90141,38.1278654,13.3486213
S-685550,S-874532,IT,Sicilia,Messina,98157,38.2739241,15.5562304
S-521407,S-417348,IT,Sicilia,Messina,98135,38.0918968,15.491758
S-70822,S-959987,IT,Sicilia,Messina,98135,38.0918968,15.491758
S-65367,S-601565,IT,Sicilia,Messina,98135,38.0918968,15.491758
S-122758,S-716692,IT,Sicilia,Messina,98135,38.0918968,15.491758
S-950587,S-581395,IT,Sicilia,Palermo,90129,38.0972383,13.3327398
S-904472,S-559858,IT,Sicilia,Catania,95123,37.5267674,15.0586639
S-567788,S-711665,IT,Sicilia,Messina,98135,38.0918968,15.491758
S-749152,S-742822,IT,Sicilia,Messina,98135,38.0918968,15.491758
S-293552,S-306718,IT,Sicilia,Messina,98135,38.0918968,15.491758
S-685160,S-860285,IT,Sicilia,Messina,98168,38.2305534,15.5532993
S-86267,S-913866,IT,Sicilia,Messina,98146,38.1788095,15.4976181
